	curr_thrpt	cc_level	cwnd	rtt	packet_loss_rate	score	date_time
324	680.0	19	246.8	3.12	0.0	-467.0	2022-07-29 14:51:03.445576
325	690.0	18	250.2	3.07	0.0	-483.0	2022-07-29 14:51:04.434439
326	685.0	18	251.2	3.52	0.0	-480.0	2022-07-29 14:51:05.490125
327	685.0	18	252.2	3.23	0.0	-480.0	2022-07-29 14:51:06.415043
328	495.45	16	241.4	2.93	0.0	-361.0	2022-07-29 14:51:07.441286
329	575.0	16	257.6	3.26	0.0	-419.0	2022-07-29 14:51:08.388470
330	515.0	16	268.1	2.71	0.0	-375.0	2022-07-29 14:51:09.437558
331	505.0	16	270.8	3.89	0.0	-368.0	2022-07-29 14:51:10.406672
332	530.0	18	272.6	2.94	0.0	-371.0	2022-07-29 14:51:11.374486
333	525.0	18	277.1	3.15	0.0	-368.0	2022-07-29 14:51:12.477812
334	485.0	18	273.7	2.67	0.0	-340.0	2022-07-29 14:51:13.417073
335	485.0	17	278.4	2.98	0.0	-346.0	2022-07-29 14:51:14.481419
336	485.0	17	281.4	2.66	0.0	-346.0	2022-07-29 14:51:15.381069
337	475.0	17	285.2	4.07	0.0	-339.0	2022-07-29 14:51:16.430794
338	430.0	17	298.9	2.82	0.0	-307.0	2022-07-29 14:51:17.450976
339	380.0	19	305.4	2.67	0.0	-261.0	2022-07-29 14:51:18.385636
340	400.0	19	309.4	2.92	0.0	-275.0	2022-07-29 14:51:19.489443
341	400.0	19	295.1	3.63	0.0	-275.0	2022-07-29 14:51:20.412764
342	410.0	19	305.3	3.41	0.0	-281.0	2022-07-29 14:51:21.413342
343	375.0	17	316.2	2.98	0.0	-268.0	2022-07-29 14:51:22.417083
344	340.0	17	311.7	3.45	0.0	-243.0	2022-07-29 14:51:23.393122
345	320.0	17	316.0	2.81	0.0	-229.0	2022-07-29 14:51:24.447350
346	320.0	18	324.6	2.88	0.0	-224.0	2022-07-29 14:51:25.481766
347	315.0	18	326.4	3.1	0.0	-221.0	2022-07-29 14:51:26.415050
348	320.0	18	335.4	2.84	0.0	-224.0	2022-07-29 14:51:27.489598
349	330.0	18	342.6	2.57	0.0	-231.0	2022-07-29 14:51:28.433607
350	315.0	16	344.0	3.19	0.0	-229.0	2022-07-29 14:51:29.483383
351	320.0	16	347.9	2.97	0.0	-233.0	2022-07-29 14:51:30.468936
352	315.0	16	348.4	3.69	0.0	-229.0	2022-07-29 14:51:31.481244
353	310.0	14	233.1	1.87	0.0	-235.0	2022-07-29 14:51:32.454054
354	320.0	14	266.9	2.31	0.0	-243.0	2022-07-29 14:51:33.465002
355	300.0	14	279.7	2.44	0.0	-227.0	2022-07-29 14:51:34.488466
356	305.0	14	292.7	2.79	0.0	-231.0	2022-07-29 14:51:35.469587
357	310.0	11	331.7	3.31	0.0	-249.0	2022-07-29 14:51:36.469424
358	315.0	11	351.9	2.74	0.0	-253.0	2022-07-29 14:51:37.513513
359	320.0	11	366.3	3.04	0.0	-257.0	2022-07-29 14:51:38.505822
360	315.0	7	279.7	3.16	0.0	-274.0	2022-07-29 14:51:39.436844
361	315.0	7	330.7	2.87	0.0	-274.0	2022-07-29 14:51:40.420997
362	310.0	7	367.1	3.06	0.0	-270.0	2022-07-29 14:51:41.411453
363	325.0	7	375.1	3.07	0.0	-283.0	2022-07-29 14:51:42.422963
364	175.0	2	318.5	2.72	0.0	-168.0	2022-07-29 14:51:43.403054
365	95.0	2	318.5	2.75	0.0	-91.0	2022-07-29 14:51:44.389739
366	95.0	2	327.5	2.77	0.0	-91.0	2022-07-29 14:51:45.456189
367	100.0	3	256.3	3.2	0.0	-94.0	2022-07-29 14:51:46.384830
368	145.0	3	327.3	2.96	0.0	-137.0	2022-07-29 14:51:47.472631
369	140.0	3	359.7	2.61	0.0	-132.0	2022-07-29 14:51:48.389169
370	140.0	3	378.7	2.2	0.0	-132.0	2022-07-29 14:51:49.397948
371	190.0	5	305.6	2.88	0.0	-172.0	2022-07-29 14:51:50.515824
372	205.0	5	345.0	2.82	0.0	-186.0	2022-07-29 14:51:51.444669
373	240.0	5	361.0	3.5	0.0	-217.0	2022-07-29 14:51:52.480130
374	250.0	11	292.0	3.61	0.0	-201.0	2022-07-29 14:51:53.484856
375	280.0	11	326.8	2.23	0.0	-225.0	2022-07-29 14:51:54.429617
376	275.0	11	355.8	2.83	0.0	-221.0	2022-07-29 14:51:55.439001
377	260.0	11	369.5	3.29	0.0	-209.0	2022-07-29 14:51:56.486360
378	265.0	15	380.3	3.27	0.0	-197.0	2022-07-29 14:51:57.415211
379	270.0	15	375.2	3.19	0.0	-201.0	2022-07-29 14:51:58.597344
380	270.0	15	390.2	3.09	0.0	-201.0	2022-07-29 14:51:59.470865
381	240.0	14	405.0	4.06	0.0	-182.0	2022-07-29 14:52:00.508027
382	225.0	14	426.6	2.96	0.0	-171.0	2022-07-29 14:52:01.448540
383	240.0	14	426.6	3.36	0.0	-182.0	2022-07-29 14:52:02.430656
384	235.0	14	426.6	3.36	0.0	-178.0	2022-07-29 14:52:03.421202
385	225.0	16	426.6	4.4	0.0	-164.0	2022-07-29 14:52:04.417327
386	230.0	16	429.2	4.52	0.0	-168.0	2022-07-29 14:52:05.459633
387	185.0	16	440.0	3.22	0.0	-135.0	2022-07-29 14:52:06.522157
388	195.0	16	445.5	2.74	0.0	-142.0	2022-07-29 14:52:07.531889
389	195.0	15	445.5	3.43	0.0	-145.0	2022-07-29 14:52:08.515361
390	185.0	15	451.0	3.42	0.0	-137.0	2022-07-29 14:52:09.581316
391	180.0	15	450.3	2.42	0.0	-134.0	2022-07-29 14:52:10.521701
392	140.0	17	451.0	4.14	0.0	-100.0	2022-07-29 14:52:11.402024
393	95.0	17	451.0	2.73	0.0	-68.0	2022-07-29 14:52:12.476389
394	100.0	17	451.0	2.51	0.0	-71.0	2022-07-29 14:52:13.449194
395	95.0	17	451.0	2.84	0.0	-68.0	2022-07-29 14:52:14.446701
396	100.0	12	451.0	3.41	0.0	-79.0	2022-07-29 14:52:15.486675
397	100.0	12	451.0	3.55	0.0	-79.0	2022-07-29 14:52:16.464060
398	95.0	12	451.0	3.19	0.0	-75.0	2022-07-29 14:52:17.444252
399	95.0	10	451.0	3.2	0.0	-78.0	2022-07-29 14:52:18.447736
400	95.0	10	451.0	3.18	0.0	-78.0	2022-07-29 14:52:19.426060
401	100.0	10	451.0	3.89	0.0	-82.0	2022-07-29 14:52:20.432758
402	75.0	10	452.0	3.37	0.0	-62.0	2022-07-29 14:52:21.427187
403	45.0	11	452.0	2.31	0.0	-36.0	2022-07-29 14:52:22.496920
404	50.0	11	452.0	3.08	0.0	-40.0	2022-07-29 14:52:23.520753
405	50.0	11	452.0	3.37	0.0	-40.0	2022-07-29 14:52:24.525144
