#{"t_start": 1661011954.6997313, "env_id": null}
r,l,t
7.293333,7,10599.129961
-3.286667,7,10621.795745
2.123333,7,10645.040543
-0.453333,7,10668.114994
2.363333,7,10691.125143
-0.99,7,10714.048603
2.45,7,10736.990034
4.236667,7,10759.97265
1.243333,7,10783.489157
-1.446667,7,10806.589085
0.893333,7,10829.544235
1.766667,7,10852.426439
4.056667,7,10875.292479
1.056667,7,10898.476324
1.73,7,10921.226547
3.57,7,10943.787162
1.003333,7,10966.812884
1.726667,7,10989.83407
0.043333,7,11012.474285
3.99,7,11035.54773
1.086667,7,11058.395293
-1.796667,7,11081.458014
1.116667,7,11104.32297
-0.643333,7,11126.953272
1.203333,7,11149.446382
1.276667,7,11172.150245
-0.556667,7,11195.179552
1.05,7,11218.123798
1.86,7,11241.329758
2.226667,7,11264.151345
0.606667,7,11286.630038
-0.756667,7,11309.447372
2.406667,7,11332.392658
-2.243333,7,11355.142218
-0.053333,7,11378.038579
2.096667,7,11400.663327
3.473333,7,11423.287188
0.513333,7,11445.868902
1.903333,7,11468.679768
-2.143333,7,11491.81288
1.393333,7,11514.385238
-1.923333,7,11537.000196
1.583333,7,11559.739433
-1.723333,7,11582.712671
-0.526667,7,11605.992814
-3.323333,7,11628.728394
3.386667,7,11651.413096
2.236667,7,11674.183441
3.37,7,11697.228975
5.256667,7,11719.74537
-0.463333,7,11742.595733
2.25,7,11765.319825
3.086667,7,11788.098357
-2.076667,7,11810.60968
-0.513333,7,11833.334901
-2.003333,7,11855.998446
-1.96,7,11878.501979
4.143333,7,11901.527534
0.213333,7,11924.679194
-0.096667,7,11947.484815
1.3,7,11970.099666
3.836667,7,11993.419954
1.26,7,12015.963189
-0.726667,7,12038.388038
1.813333,7,12061.638729
-1.906667,7,12083.998637
1.066667,7,12106.439983
-0.193333,7,12129.117854
-1.746667,7,12151.746738
-1.616667,7,12174.120925
1.99,7,12196.481676
-0.266667,7,12218.791946
-1.913333,7,12241.636935
-0.603333,7,12264.556987
-0.91,7,12287.219832
3.62,7,12309.974603
-1.886667,7,12332.607908
-4.703333,7,12355.15599
0.903333,7,12377.951243
4.113333,7,12401.056819
-0.4,7,12423.932347
-2.006667,7,12446.525962
-3.03,7,12469.539899
2.54,7,12492.595581
1.13,7,12515.422424
-3.3,7,12538.335889
3.773333,7,12560.894268
1.0,7,12583.78426
2.41,7,12606.438014
3.583333,7,12629.285769
6.816667,7,12652.150474
0.583333,7,12674.815145
-0.666667,7,12697.626028
0.686667,7,12720.23803
3.616667,7,12742.689879
-1.523333,7,12765.944751
3.463333,7,12789.266316
3.03,7,12811.837597
1.876667,7,12834.787708
1.396667,7,12857.796973
-0.736667,7,12880.772223
4.493333,7,12903.769212
2.446667,7,12926.658452
-0.61,7,12949.74261
-2.226667,7,12972.695805
2.9,7,12995.694072
-0.386667,7,13018.432762
2.623333,7,13041.506596
-0.56,7,13064.345832
-4.6,7,13087.065551
-0.306667,7,13109.646521
2.323333,7,13132.054748
-0.866667,7,13154.56142
0.546667,7,13177.157245
2.943333,7,13200.131858
0.38,7,13223.059421
1.57,7,13246.250744
-1.45,7,13268.569141
0.6,7,13291.485801
3.826667,7,13314.473395
-2.103333,7,13337.297515
-0.04,7,13360.379778
3.363333,7,13383.072284
2.336667,7,13405.41067
-1.843333,7,13427.973248
-2.316667,7,13450.731709
2.61,7,13473.238215
2.516667,7,13495.737953
1.156667,7,13518.388309
0.75,7,13541.031938
0.006667,7,13563.75789
1.803333,7,13586.503119
-1.656667,7,13609.084594
1.316667,7,13632.243037
0.61,7,13654.858427
-0.406667,7,13677.738239
-2.096667,7,13700.540945
0.153333,7,13723.076038
-2.106667,7,13745.839458
0.776667,7,13768.436768
4.72,7,13791.006209
1.506667,7,13813.61723
-1.9,7,13836.028729
0.816667,7,13858.342006
-1.6,7,13881.277117
1.03,7,13903.970025
1.073333,7,13926.545465
-1.73,7,13948.990966
2.39,7,13971.896678
4.306667,7,13994.96094
2.11,7,14017.553203
3.57,7,14040.153524
-3.186667,7,14063.401688
-0.513333,7,14086.118509
-0.473333,7,14109.350623
2.696667,7,14131.894086
1.283333,7,14154.73069
-2.156667,7,14177.354043
0.9,7,14200.076898
-0.676667,7,14222.804409
-2.253333,7,14245.321979
3.766667,7,14267.950412
-3.446667,7,14290.634917
-1.443333,7,14313.686447
4.78,7,14336.485508
0.616667,7,14359.34796
0.4,7,14381.961913
2.646667,7,14404.590218
-3.336667,7,14427.50674
0.763333,7,14449.974604
0.906667,7,14472.404051
2.063333,7,14495.339213
-0.23,7,14517.712756
-2.063333,7,14540.216131
-3.16,7,14562.754096
-3.27,7,14585.458607
2.303333,7,14608.02165
-3.343333,7,14630.794924
1.78,7,14653.648133
1.06,7,14676.396327
-0.53,7,14699.153775
1.746667,7,14721.460841
-0.633333,7,14743.766981
5.593333,7,14766.678901
3.37,7,14789.956939
1.36,7,14812.909325
-0.65,7,14835.820943
-3.176667,7,14858.616421
2.22,7,14881.115701
6.966667,7,14904.019163
3.14,7,14926.474706
-1.956667,7,14948.985981
-1.85,7,14971.619926
-0.693333,7,14994.08626
0.3,7,15017.133503
2.15,7,15040.154452
2.206667,7,15063.43674
-4.75,7,15085.787275
2.426667,7,15108.640767
2.056667,7,15131.200908
3.45,7,15153.943804
3.826667,7,15176.789384
0.6,7,15199.645611
2.183333,7,15222.189267
-0.583333,7,15244.999008
-2.05,7,15267.944227
4.736667,7,15290.796998
1.696667,7,15313.510513
0.876667,7,15336.347604
2.553333,7,15359.290157
2.723333,7,15382.191572
-0.39,7,15404.787786
-3.173333,7,15427.212783
-3.053333,7,15450.043081
-2.87,7,15472.219473
-1.866667,7,15495.046406
-1.253333,7,15517.479867
-2.023333,7,15540.319282
6.72,7,15563.418435
-0.013333,7,15586.131108
1.253333,7,15609.044595
-0.353333,7,15631.905041
-0.073333,7,15654.123799
1.113333,7,15676.625131
-1.726667,7,15699.632874
-3.463333,7,15722.039544
0.506667,7,15744.668451
-1.966667,7,15767.213209
-0.38,7,15789.85637
0.396667,7,15812.702535
-2.066667,7,15835.18541
8.253333,7,15858.113386
-0.543333,7,15880.804044
6.233333,7,15903.83605
3.676667,7,15927.126098
0.726667,7,15950.036914
3.06,7,15973.131255
2.846667,7,15996.309299
-1.95,7,16018.564949
-3.37,7,16040.956003
5.26,7,16064.199758
0.953333,7,16086.847436
1.013333,7,16110.057541
3.34,7,16132.733549
-1.956667,7,16155.632458
2.863333,7,16177.95857
-1.843333,7,16200.379371
-0.856667,7,16222.919982
-1.946667,7,16245.694793
-3.173333,7,16269.112935
1.993333,7,16292.095064
-0.556667,7,16314.589496
5.763333,7,16337.793242
3.936667,7,16360.264113
-3.246667,7,16382.953783
2.043333,7,16405.478687
-0.52,7,16428.244163
5.286667,7,16451.492931
2.503333,7,16474.372339
-1.176667,7,16496.742635
-0.553333,7,16519.241881
-4.506667,7,16541.517474
-0.05,7,16563.699906
2.313333,7,16586.148355
0.556667,7,16608.862861
0.016667,7,16631.49757
7.57,7,16654.548938
2.0,7,16677.032979
1.563333,7,16700.538882
2.516667,7,16723.852537
2.91,7,16746.800049
-2.016667,7,16769.289354
-0.566667,7,16791.743557
3.936667,7,16814.732837
-1.023333,7,16837.595738
-1.546667,7,16860.747908
-1.97,7,16883.279637
-3.403333,7,16905.574948
3.956667,7,16928.027027
4.03,7,16950.762149
-0.5,7,16973.633092
3.676667,7,16996.675965
0.053333,7,17019.965934
-1.183333,7,17042.79425
-1.006667,7,17065.431883
1.616667,7,17088.533421
2.883333,7,17111.395563
3.18,7,17134.304747
-0.16,7,17157.29794
1.0,7,17180.060773
-1.16,7,17202.478997
-1.823333,7,17225.86505
6.293333,7,17249.022663
7.7,7,17271.96287
6.02,7,17294.81164
3.27,7,17317.31755
0.82,7,17339.816332
4.263333,7,17362.654179
-1.843333,7,17385.353428
-1.96,7,17407.830106
2.693333,7,17430.504674
3.646667,7,17452.852742
-0.65,7,17475.428378
1.153333,7,17497.851556
3.313333,7,17520.588524
2.97,7,17543.409113
-3.296667,7,17565.797241
-0.313333,7,17588.562021
-0.833333,7,17611.184761
2.976667,7,17633.696755
-1.526667,7,17655.910307
0.336667,7,17678.624177
-1.94,7,17701.222785
-0.946667,7,17724.142103
-0.526667,7,17746.692042
-0.546667,7,17769.113559
-1.076667,7,17791.606204
-1.87,7,17813.939905
3.823333,7,17837.009167
-4.73,7,17859.369859
-4.573333,7,17882.186183
-0.976667,7,17904.617797
1.43,7,17927.053999
1.196667,7,17949.42565
-1.633333,7,17972.27035
-3.32,7,17995.385384
0.396667,7,18017.709936
2.573333,7,18040.074548
0.326667,7,18062.903161
-3.143333,7,18085.179866
4.44,7,18107.78527
1.143333,7,18130.652231
1.616667,7,18153.419363
-0.586667,7,18176.097503
-0.38,7,18198.803526
-4.78,7,18221.101496
-3.293333,7,18243.90912
-0.85,7,18266.379029
1.013333,7,18288.900681
-3.276667,7,18311.222876
3.776667,7,18334.280937
4.156667,7,18357.025306
-0.516667,7,18379.323614
0.056667,7,18401.663577
-1.726667,7,18424.407879
-0.273333,7,18447.016877
5.2,7,18469.320153
1.603333,7,18492.474555
0.046667,7,18515.407912
3.543333,7,18538.100594
2.9,7,18560.845609
2.83,7,18583.951683
-1.533333,7,18606.48818
4.8,7,18630.233265
-0.753333,7,18653.091683
1.543333,7,18675.771614
10.61,7,18698.964568
-1.846667,7,18721.866957
5.72,7,18745.916069
9.523333,7,18769.651213
8.22,7,18793.249517
