#{"t_start": 1661258181.6065865, "env_id": null}
r,l,t
6.6,7,22700.371764
-6.0,7,22723.464863
8.53,7,22746.785587
10.76,7,22769.837536
9.47,7,22792.788099
-3.33,7,22815.614133
3.0,7,22839.042649
10.3,7,22861.991978
12.68,7,22885.140514
2.3,7,22908.177008
-3.6,7,22931.525673
9.56,7,22954.474319
9.15,7,22977.378541
6.8,7,23000.287521
-6.0,7,23023.111656
8.54,7,23046.448482
10.96,7,23069.549797
9.71,7,23092.782643
-3.17,7,23115.546902
1.46,7,23139.296141
9.86,7,23162.267691
10.27,7,23185.108123
2.27,7,23207.944512
-6.0,7,23230.922197
11.36,7,23253.88531
9.84,7,23276.990522
8.26,7,23299.994113
-6.0,7,23322.88851
7.73,7,23345.897025
10.42,7,23368.852983
9.56,7,23391.778173
-1.04,7,23414.641624
-0.57,7,23438.394217
10.84,7,23461.807025
11.07,7,23484.635975
4.7,7,23507.592062
-6.0,7,23531.040528
10.75,7,23554.415673
9.73,7,23577.433379
8.8,7,23600.308229
-6.0,7,23623.245395
3.83,7,23646.359169
9.43,7,23669.437097
9.86,7,23692.629734
-0.87,7,23715.659989
-0.73,7,23738.627422
11.37,7,23761.957744
10.21,7,23784.783439
6.16,7,23807.595292
-6.0,7,23830.833073
10.44,7,23854.358068
10.27,7,23877.57153
10.5,7,23900.480331
-6.0,7,23923.436169
7.04,7,23946.71146
11.76,7,23969.71144
10.27,7,23992.762304
-0.8,7,24015.576981
-0.4,7,24039.228377
9.54,7,24062.216807
10.57,7,24085.326606
6.38,7,24108.229381
-6.0,7,24131.327856
12.58,7,24154.469062
10.72,7,24177.382706
11.93,7,24200.841184
-6.0,7,24223.97252
4.96,7,24247.403348
11.32,7,24270.78671
12.63,7,24294.204741
-0.44,7,24316.961084
-0.67,7,24339.987041
10.5,7,24363.082062
11.13,7,24386.247295
5.9,7,24409.384084
-6.0,7,24432.645853
10.25,7,24455.431566
12.03,7,24478.606066
12.67,7,24501.855115
-6.0,7,24524.711547
9.26,7,24548.101554
10.83,7,24571.564037
10.33,7,24594.489209
-0.94,7,24617.40581
-0.6,7,24640.505599
11.63,7,24663.322766
12.19,7,24686.16673
6.34,7,24708.886364
-6.0,7,24731.942896
11.09,7,24755.07621
11.83,7,24778.584977
11.16,7,24801.613981
-6.0,7,24824.721311
5.73,7,24847.67303
11.56,7,24870.617131
9.96,7,24893.622195
-0.53,7,24916.530694
-1.0,7,24939.566621
10.97,7,24962.604187
9.47,7,24985.755676
3.93,7,25008.65723
-6.0,7,25031.562869
10.4,7,25054.850056
11.66,7,25077.629848
9.0,7,25100.576138
-6.0,7,25123.457275
4.56,7,25146.718925
10.21,7,25170.065322
10.26,7,25193.308664
0.06,7,25216.318541
-3.2,7,25239.250746
10.77,7,25261.912365
11.19,7,25285.135497
6.5,7,25308.267439
-6.0,7,25331.121348
10.06,7,25354.263372
9.61,7,25377.794088
9.74,7,25400.890753
-6.0,7,25423.827727
2.57,7,25447.028519
7.87,7,25470.061187
10.3,7,25493.104947
1.93,7,25515.986258
-3.4,7,25539.056251
9.73,7,25562.514669
8.96,7,25585.430191
7.77,7,25608.293685
-6.0,7,25631.305949
6.96,7,25654.290676
10.1,7,25677.45748
8.8,7,25700.53441
-3.6,7,25723.546767
1.24,7,25746.759779
8.94,7,25769.893144
9.56,7,25793.274841
1.17,7,25816.181307
-3.6,7,25839.468601
7.97,7,25862.645799
9.76,7,25885.519816
6.56,7,25908.57578
-6.0,7,25931.626246
7.41,7,25954.846732
3.01,7,25977.879218
10.86,7,26000.760535
-3.67,7,26023.733729
0.77,7,26047.392809
7.13,7,26070.419297
9.67,7,26093.332858
1.94,7,26116.537889
