#{"t_start": 1661372226.7804112, "env_id": null}
r,l,t
-3.6,7,11110.296142
-6.0,7,11132.455359
-6.0,7,11154.652884
-3.57,7,11176.729671
-3.63,7,11198.831553
-3.63,7,11220.978858
-6.0,7,11243.180512
-3.33,7,11265.288912
-3.6,7,11287.385113
-3.47,7,11309.571314
-6.0,7,11331.767364
-6.0,7,11353.994414
-3.4,7,11376.085511
-3.6,7,11398.203222
-3.57,7,11420.348862
-6.0,7,11442.467359
-3.57,7,11464.557664
-3.37,7,11486.645849
-3.57,7,11508.756091
-6.0,7,11530.917155
-6.0,7,11553.100914
-3.6,7,11575.206941
-3.57,7,11597.297523
-3.57,7,11619.439444
-6.0,7,11641.59091
-3.57,7,11663.682985
-3.6,7,11685.76187
-3.43,7,11707.878641
-6.0,7,11730.05917
-6.0,7,11752.191477
-3.6,7,11774.2753
-3.57,7,11796.360965
-3.43,7,11818.50641
-6.0,7,11840.683754
-3.63,7,11862.790974
-3.57,7,11884.887128
-3.63,7,11907.051208
-6.0,7,11929.219668
-6.0,7,11951.334986
-3.63,7,11973.491997
-3.63,7,11995.573605
-3.4,7,12017.716823
-6.0,7,12039.849225
-3.6,7,12061.947363
-3.57,7,12084.055842
-3.63,7,12106.194972
-6.0,7,12128.375044
-6.0,7,12150.481797
-3.63,7,12172.576108
-3.53,7,12194.675891
-3.5,7,12216.811637
-6.0,7,12238.929811
-3.3,7,12261.020389
-3.57,7,12283.136185
-3.53,7,12305.243985
-6.0,7,12327.348565
-6.0,7,12349.616364
-3.43,7,12371.758158
-3.6,7,12393.864532
-3.4,7,12416.00791
-6.0,7,12438.203675
-3.37,7,12460.291856
-3.33,7,12482.414483
-3.37,7,12504.493367
-6.0,7,12526.619921
-6.0,7,12548.758446
-3.4,7,12570.868093
-3.43,7,12592.955293
-3.43,7,12615.086266
-6.0,7,12637.250024
-3.33,7,12659.32828
-3.4,7,12681.433372
-3.23,7,12703.615509
-3.47,7,12725.742487
-6.0,7,12747.876883
-3.4,7,12769.955587
-3.47,7,12792.07038
-3.43,7,12814.212833
-6.0,7,12837.418588
-3.17,7,12859.502222
-3.2,7,12881.589956
-3.23,7,12903.649463
-3.37,7,12925.773091
-6.0,7,12947.866889
-3.23,7,12969.968235
-1.37,7,12992.050885
-3.27,7,13014.177849
-6.0,7,13036.299833
-3.63,7,13058.417611
-3.33,7,13080.527184
-3.13,7,13102.588493
-3.2,7,13124.70288
-6.0,7,13146.796365
-3.13,7,13168.867647
-3.43,7,13190.962256
-3.2,7,13213.08821
-6.0,7,13235.231308
-6.0,7,13257.322803
-3.43,7,13279.431063
-3.23,7,13301.492088
-3.13,7,13323.612466
-6.0,7,13345.762617
-3.37,7,13367.859178
-3.43,7,13389.998617
-3.17,7,13412.095004
-6.0,7,13434.218784
-6.0,7,13456.401603
-1.4,7,13478.495746
-3.37,7,13500.580586
-3.17,7,13522.78039
-6.0,7,13544.890929
-3.43,7,13566.955738
-3.2,7,13589.043969
-3.23,7,13611.134419
-6.0,7,13633.300626
-6.0,7,13655.388206
-3.4,7,13677.468435
-3.17,7,13699.544314
-3.4,7,13721.655423
-6.0,7,13743.738632
-3.23,7,13765.821618
-3.1,7,13787.921945
-3.27,7,13810.013575
-6.0,7,13832.328145
-6.0,7,13854.458915
-3.2,7,13876.537626
-3.13,7,13898.633123
-3.2,7,13920.775718
-6.0,7,13942.874187
-3.1,7,13964.988558
-3.2,7,13987.047989
-3.27,7,14009.187333
-6.0,7,14031.346261
-3.93,7,14053.512432
-1.1,7,14075.602923
-3.0,7,14097.723094
-3.03,7,14119.877697
-6.0,7,14142.158036
-3.23,7,14164.249109
-3.07,7,14186.327901
-3.4,7,14208.39973
-6.0,7,14230.511742
-6.0,7,14252.666974
-2.97,7,14274.767775
-0.97,7,14297.931738
-3.0,7,14320.020991
-6.0,7,14342.153005
-3.17,7,14364.247461
-2.9,7,14386.341452
-3.13,7,14408.425212
-6.0,7,14430.526749
-6.0,7,14452.638004
-2.97,7,14474.721661
-3.03,7,14496.815322
-3.03,7,14518.917956
-6.0,7,14541.090478
-3.2,7,14563.167773
-3.23,7,14585.276553
-3.3,7,14607.363338
-3.77,7,14629.438436
-6.0,7,14651.639341
-3.07,7,14674.881381
-3.17,7,14696.930909
-3.03,7,14719.055891
-6.0,7,14741.149417
-1.13,7,14763.216587
-0.9,7,14786.233077
1.07,7,14809.276567
-6.0,7,14831.403784
-6.0,7,14853.489669
-3.07,7,14875.582456
-0.97,7,14897.687299
-3.17,7,14920.745132
-6.0,7,14943.813845
-3.13,7,14966.921669
-3.03,7,14989.008873
-3.1,7,15011.156011
-6.0,7,15033.368616
-6.0,7,15055.491911
-2.97,7,15078.656999
-1.0,7,15101.613997
-3.0,7,15123.748587
-6.0,7,15145.933803
-1.1,7,15169.009921
-2.97,7,15192.113338
-1.14,7,15215.115236
-6.0,7,15237.331099
-6.0,7,15260.540605
-3.0,7,15283.646544
-3.1,7,15306.780256
-3.17,7,15329.732211
-6.0,7,15351.938809
-3.17,7,15375.094625
-2.83,7,15398.281949
-3.27,7,15421.282181
-6.0,7,15444.530111
-3.0,7,15468.07592
-1.07,7,15491.20277
-3.03,7,15514.221904
-6.0,7,15536.355848
-3.97,7,15560.00622
-1.0,7,15582.990577
0.9,7,15605.100787
-3.13,7,15628.068142
-6.0,7,15650.135746
3.64,7,15673.224042
-1.04,7,15696.386324
-2.9,7,15719.389761
-6.0,7,15742.597211
5.3,7,15765.592784
5.27,7,15788.547882
-1.17,7,15811.588732
-6.0,7,15834.620598
-6.0,7,15857.751956
-0.84,7,15880.699317
3.0,7,15903.666675
-3.0,7,15926.559098
-1.76,7,15949.600779
-2.87,7,15972.581091
1.03,7,15995.57052
-2.83,7,16018.549401
-6.0,7,16041.520708
-3.03,7,16064.462824
-3.03,7,16087.428566
-3.07,7,16110.480041
-6.0,7,16133.390062
-6.0,7,16156.6339
-2.97,7,16179.675316
1.1,7,16202.672463
-1.03,7,16225.820059
-6.0,7,16248.995475
3.1,7,16271.971916
-2.83,7,16295.028698
-2.93,7,16317.970811
-6.0,7,16341.009974
-2.9,7,16364.058444
1.24,7,16387.030233
3.0,7,16410.045123
-6.0,7,16432.989718
0.4,7,16456.126508
-3.1,7,16479.259711
-2.9,7,16502.296717
-2.8,7,16525.365592
-6.0,7,16548.517349
-2.9,7,16571.615641
-2.93,7,16594.622613
3.3,7,16617.578427
-6.0,7,16640.692838
0.83,7,16663.871819
-2.87,7,16686.890171
7.22,7,16709.814759
-3.63,7,16732.8845
-6.0,7,16756.158441
-1.0,7,16779.280906
-2.97,7,16802.293687
-0.87,7,16825.338748
-6.0,7,16848.612172
1.17,7,16871.605242
-0.83,7,16894.552062
-3.0,7,16917.542328
-6.0,7,16940.608416
-3.53,7,16963.623667
-2.77,7,16986.807803
-2.87,7,17009.811008
-3.37,7,17032.763928
0.21,7,17055.918591
3.27,7,17078.91171
1.33,7,17101.873048
-2.97,7,17124.869963
-6.0,7,17147.838188
-0.87,7,17170.916367
3.2,7,17194.062304
-0.94,7,17217.057854
-6.0,7,17240.254625
-6.0,7,17263.389724
-2.9,7,17286.4641
-0.9,7,17309.464387
-2.83,7,17332.550567
-3.97,7,17355.858066
-2.93,7,17378.931331
-3.1,7,17402.04544
-2.97,7,17425.038189
-3.77,7,17448.035598
3.53,7,17470.942122
-2.93,7,17493.998974
-0.77,7,17516.950412
-6.0,7,17539.928916
-6.0,7,17563.183347
-0.9,7,17586.151149
5.27,7,17609.10725
-2.87,7,17632.135518
-6.0,7,17654.955245
-2.93,7,17677.981696
-2.9,7,17701.019837
-2.9,7,17724.083701
-6.0,7,17747.232094
-2.93,7,17770.263502
-2.87,7,17793.215207
-2.97,7,17816.180093
-6.0,7,17839.217037
-6.0,7,17862.393857
-2.87,7,17885.357467
-0.8,7,17908.457331
-2.9,7,17931.606665
-6.0,7,17954.671611
-0.83,7,17977.593601
-2.9,7,18000.672377
-2.87,7,18023.579188
-6.0,7,18046.756238
1.24,7,18069.796058
-2.87,7,18092.896306
3.37,7,18115.878647
-6.0,7,18138.916324
-6.0,7,18162.051553
-2.97,7,18185.024809
-2.9,7,18208.080718
-2.9,7,18231.035207
-6.0,7,18254.090267
-3.03,7,18277.222689
-2.9,7,18300.227586
-2.93,7,18323.268759
-6.0,7,18346.379038
-0.93,7,18369.477282
-3.03,7,18392.618726
-2.9,7,18415.694838
-6.0,7,18438.753139
-6.0,7,18462.094754
1.13,7,18485.164914
-3.07,7,18508.18929
-3.0,7,18531.127334
-3.93,7,18554.098482
-3.0,7,18577.178714
-3.03,7,18600.247671
-1.0,7,18623.281359
-6.0,7,18646.545205
5.33,7,18669.471523
3.14,7,18692.729482
-3.03,7,18715.806658
-6.0,7,18738.964026
0.6,7,18762.002729
5.17,7,18784.971409
-3.03,7,18808.259266
-3.03,7,18831.254812
-1.57,7,18854.331583
1.1,7,18877.353495
-3.0,7,18900.375549
3.39,7,18923.335962
-6.0,7,18946.528921
-0.86,7,18969.948967
3.14,7,18993.023716
3.17,7,19015.988234
-6.0,7,19039.008213
-3.97,7,19062.117364
5.31,7,19085.245358
0.93,7,19108.22409
-3.13,7,19131.23301
-6.0,7,19154.868123
-3.17,7,19178.020568
0.97,7,19200.983148
-1.1,7,19223.90261
-6.0,7,19247.066384
-3.27,7,19270.13097
-3.17,7,19293.284678
3.04,7,19316.327298
-6.0,7,19339.397433
-1.86,7,19362.630418
-3.27,7,19385.702224
-3.17,7,19408.720928
-3.27,7,19431.736415
-1.74,7,19454.854563
-3.27,7,19478.058059
-3.1,7,19501.116649
-0.9,7,19524.086956
-6.0,7,19547.201922
2.92,7,19570.228094
-1.14,7,19593.282931
-3.13,7,19616.60312
-6.0,7,19639.577834
-6.0,7,19662.771593
3.17,7,19685.788347
-3.17,7,19708.808046
-3.2,7,19731.850268
-6.0,7,19754.978811
8.0,7,19777.932153
-3.23,7,19801.394171
-3.33,7,19824.491626
-6.0,7,19847.69486
-1.07,7,19870.768271
-3.3,7,19893.847925
-3.27,7,19916.865897
-6.0,7,19939.787553
-1.87,7,19962.888168
4.97,7,19985.944496
7.34,7,20009.068172
-3.3,7,20032.078268
-3.97,7,20055.244434
5.47,7,20078.290837
-3.27,7,20101.330083
-6.0,7,20124.262971
-6.0,7,20147.100702
-6.0,7,20169.812592
-6.0,7,20192.519765
-6.0,7,20215.230371
-6.0,7,20238.174892
-6.0,7,20260.930279
-6.0,7,20283.638881
-6.0,7,20306.34838
-6.0,7,20329.231627
-6.0,7,20352.106877
-6.0,7,20374.800991
-6.0,7,20397.526012
-6.0,7,20420.377698
-6.0,7,20443.412977
-6.0,7,20466.207167
-6.0,7,20488.927269
-6.0,7,20511.611319
-6.0,7,20534.560115
-6.0,7,20557.315646
-6.0,7,20580.026389
-6.0,7,20602.710371
-6.0,7,20625.612876
-6.0,7,20648.377164
-6.0,7,20671.096187
-6.0,7,20693.80971
-6.0,7,20716.523224
-6.0,7,20739.487781
-6.0,7,20762.319972
-6.0,7,20785.035865
-6.0,7,20807.763471
-6.0,7,20830.674597
-6.0,7,20853.510817
-6.0,7,20876.214752
-6.0,7,20898.952242
-6.0,7,20921.823295
-6.0,7,20944.821377
-6.0,7,20967.563284
-6.0,7,20990.263459
-6.0,7,21012.974951
-6.0,7,21035.931217
-6.0,7,21058.782834
-6.0,7,21081.506857
-6.0,7,21104.20606
-6.0,7,21127.140961
-6.0,7,21149.910362
-6.0,7,21172.629388
-6.0,7,21195.337356
-6.0,7,21218.226417
-6.0,7,21241.220499
-6.0,7,21264.147792
-6.0,7,21286.848883
-6.0,7,21309.529637
-6.0,7,21332.439249
-6.0,7,21355.189023
-6.0,7,21377.898097
-6.0,7,21400.62855
-6.0,7,21423.541203
-6.0,7,21446.555066
-6.0,7,21469.320276
-6.0,7,21492.02048
-6.0,7,21514.714732
-6.0,7,21537.642697
-6.0,7,21560.469668
-6.0,7,21583.179784
-6.0,7,21605.896057
-6.0,7,21628.860214
-6.0,7,21651.694471
-6.0,7,21674.391109
-6.0,7,21697.099859
-6.0,7,21720.052789
-6.0,7,21743.105786
-6.0,7,21765.898176
-6.0,7,21788.593882
-6.0,7,21811.299385
-6.0,7,21834.255455
-6.0,7,21857.016038
-6.0,7,21879.726104
-6.0,7,21902.422498
-6.0,7,21925.35458
-6.0,7,21948.217457
-6.0,7,21970.931682
-6.0,7,21993.626587
-6.0,7,22016.331496
-6.0,7,22039.237588
-6.0,7,22061.982821
-6.0,7,22084.679578
-6.0,7,22107.392469
