#{"t_start": 1661124862.1311226, "env_id": null}
r,l,t
0.13,7,21651.590576
6.0,7,21675.144365
11.42,7,21698.554018
10.09,7,21722.106042
-0.44,7,21745.11091
5.83,7,21767.590147
12.11,7,21791.402033
8.16,7,21814.59163
5.79,7,21838.140163
12.37,7,21861.367207
11.9,7,21884.792392
3.9,7,21908.015894
11.69,7,21931.253696
10.9,7,21954.760464
7.31,7,21977.754525
8.26,7,22001.150309
10.17,7,22024.402078
11.72,7,22047.539231
2.73,7,22071.082163
10.44,7,22094.469709
11.39,7,22117.939964
5.27,7,22141.028736
11.34,7,22164.87287
10.14,7,22188.6709
11.14,7,22211.960215
2.86,7,22235.534772
10.31,7,22259.193048
8.95,7,22282.477967
4.24,7,22305.604605
11.24,7,22329.015707
9.9,7,22352.483297
6.6,7,22375.562103
6.26,7,22399.277938
10.63,7,22422.49076
10.31,7,22445.841336
4.53,7,22469.143707
13.13,7,22492.663149
10.48,7,22516.243739
4.93,7,22539.312155
8.64,7,22562.708241
9.4,7,22585.958399
11.72,7,22609.408103
4.0,7,22632.867985
12.3,7,22656.15685
11.83,7,22679.508463
2.97,7,22702.692693
11.04,7,22726.186746
11.53,7,22749.887496
9.43,7,22773.4279
4.13,7,22796.907949
9.77,7,22820.486096
10.54,7,22844.264513
2.73,7,22867.9102
10.7,7,22891.284595
11.08,7,22914.517615
9.67,7,22937.728273
4.16,7,22961.20069
10.63,7,22984.488143
9.74,7,23007.911999
-0.84,7,23031.906223
11.09,7,23055.213861
12.06,7,23079.092544
5.54,7,23102.246186
10.46,7,23125.691883
8.27,7,23148.330648
11.52,7,23171.456135
-0.6,7,23194.482448
11.06,7,23217.833705
12.05,7,23241.393872
3.23,7,23264.578989
11.04,7,23288.031191
9.64,7,23311.572023
12.09,7,23335.255618
5.56,7,23358.344871
11.53,7,23381.619076
11.15,7,23405.382693
5.0,7,23428.874961
11.8,7,23452.520548
10.9,7,23476.207914
9.43,7,23499.374889
7.82,7,23522.916537
11.96,7,23546.542197
12.2,7,23569.6727
2.04,7,23592.885167
9.64,7,23616.237988
10.59,7,23640.016341
6.06,7,23662.99056
9.8,7,23686.424356
10.2,7,23709.722579
10.64,7,23732.945846
1.6,7,23756.41241
10.11,7,23779.922298
10.97,7,23803.378417
2.77,7,23826.519194
10.2,7,23849.909242
10.8,7,23873.08358
10.63,7,23897.192966
3.97,7,23920.50246
12.24,7,23943.984586
9.7,7,23967.372149
2.16,7,23991.290691
9.67,7,24014.869543
9.63,7,24038.478158
7.03,7,24061.631964
7.6,7,24084.892993
9.57,7,24108.406657
10.88,7,24131.765207
2.63,7,24155.32632
10.71,7,24178.585241
10.02,7,24201.957672
4.49,7,24225.101899
10.83,7,24248.695222
10.66,7,24272.129402
11.28,7,24295.508186
1.73,7,24319.244294
12.87,7,24342.364359
11.11,7,24365.521518
2.57,7,24388.938478
6.7,7,24412.248817
10.54,7,24435.627748
10.77,7,24458.849753
5.83,7,24482.457342
11.13,7,24505.829023
11.84,7,24529.063846
2.43,7,24552.561885
9.48,7,24575.8197
9.74,7,24599.09438
7.66,7,24622.24679
7.72,7,24645.606871
10.03,7,24668.788438
9.7,7,24692.171277
2.03,7,24715.589988
11.79,7,24738.864292
10.2,7,24762.697769
4.76,7,24785.676277
9.93,7,24809.173716
12.16,7,24832.753345
10.7,7,24855.830916
4.57,7,24879.130527
10.53,7,24902.870094
10.93,7,24926.523689
3.04,7,24949.690632
11.33,7,24973.28598
11.54,7,24996.749634
12.83,7,25019.945629
5.47,7,25043.097531
10.7,7,25066.337764
10.87,7,25089.674491
2.33,7,25113.387245
9.9,7,25137.018147
10.0,7,25160.479491
7.97,7,25183.576373
8.16,7,25207.007513
11.04,7,25230.169466
11.35,7,25253.347491
4.33,7,25276.680477
12.6,7,25299.927219
10.93,7,25323.422521
4.83,7,25346.485198
8.1,7,25369.856154
11.3,7,25392.967539
12.07,7,25416.142907
2.43,7,25439.881278
11.09,7,25463.159093
10.57,7,25486.738121
2.37,7,25509.907099
11.1,7,25533.232896
12.71,7,25557.078917
12.19,7,25580.274515
2.87,7,25603.626838
11.77,7,25626.893907
10.33,7,25650.842368
4.53,7,25674.43188
10.84,7,25698.020288
10.71,7,25721.545607
8.02,7,25744.696134
4.83,7,25768.539877
10.93,7,25791.758057
9.88,7,25815.234354
2.1,7,25838.745221
12.73,7,25862.084403
13.2,7,25885.858166
6.19,7,25908.865543
11.6,7,25932.18974
12.87,7,25955.336726
9.12,7,25978.663712
4.27,7,26001.94109
12.43,7,26025.815506
11.9,7,26049.308933
2.6,7,26072.642704
11.03,7,26095.87192
10.83,7,26119.089093
10.81,7,26142.405513
1.77,7,26165.718349
10.67,7,26189.04605
10.69,7,26212.309247
5.0,7,26235.57744
11.83,7,26259.026797
10.3,7,26282.615937
8.4,7,26306.109025
3.86,7,26329.810218
12.37,7,26353.373552
10.84,7,26377.06704
1.7,7,26400.693301
11.39,7,26423.876534
12.14,7,26447.267426
6.5,7,26470.56223
8.38,7,26493.994639
11.46,7,26517.583338
11.11,7,26541.079696
2.81,7,26564.997042
8.64,7,26588.366545
10.71,7,26611.604341
2.81,7,26634.912228
10.24,7,26658.489231
12.1,7,26681.768415
11.93,7,26704.929791
4.5,7,26728.596203
8.09,7,26752.050039
10.6,7,26775.568549
2.23,7,26799.058384
10.38,7,26822.314154
11.13,7,26845.527188
7.57,7,26868.650877
7.77,7,26892.080762
10.56,7,26915.608806
11.01,7,26938.986337
3.0,7,26962.314666
